"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"122","Josh Manson","COL","D","43","782.88333333333","1","12","6","6","13","41.94","57","1.75","2.08","152","81","39","6","4","7","26","13","13","0","0","10","68","20","94","61","54","0","0","-"
"126","Sean Kuraly","CBJ","C","60","696.58333333333","5","8","7","1","13","52.00","56","8.93","7.11","123","92","63","26","7","7","22","11","11","0","0","9","33","12","128","42","37","227","204","52.67"
"130","Nick Cousins","OTT","C","47","558.96666666667","5","8","5","3","13","59.09","63","7.94","6.36","116","88","61","31","12","12","39","18","17","1","0","16","23","5","80","68","24","1","6","14.29"
"151","Jamie Oleksiak","SEA","D","61","1157.75","4","9","5","4","13","33.33","55","7.27","3.69","139","98","42","9","8","11","16","8","8","0","0","4","67","12","50","78","122","0","0","-"
"366","Lawson Crouse","UTA","L","60","852.45","9","4","3","1","13","54.17","96","9.38","11.52","186","148","116","50","12","9","28","11","9","2","0","10","47","13","130","42","36","10","16","38.46"
"375","Yakov Trenin","MIN","C","55","718.33333333333","6","7","4","3","13","44.83","59","10.17","8.1","127","96","56","32","6","10","33","14","13","1","0","14","37","7","165","61","26","12","23","34.29"
"394","Jalen Chatfield","CAR","D","61","1152","5","8","2","6","13","22.41","88","5.68","3.33","236","154","46","6","11","20","26","13","13","0","0","7","59","22","53","119","49","0","0","-"
"424","Andrew Peeke","BOS","D","56","1014.1666666667","1","12","8","4","13","36.11","55","1.82","2.34","145","90","34","5","6","17","8","4","4","0","0","1","76","12","64","124","88","0","0","-"
"456","Michael Carcone","UTA","L","41","477.71666666667","5","8","3","5","13","65.00","64","7.81","6.31","144","102","69","31","5","12","29","9","7","1","1","8","31","3","43","40","9","4","3","57.14"
"500","Dylan Samberg","WPG","D","40","849.5","4","9","5","4","13","26.00","58","6.90","2.11","145","85","37","2","5","9","22","7","6","0","1","4","48","26","37","71","70","0","0","-"
"528","Mark Kastelic","BOS","C","53","572.56666666667","4","9","6","3","13","65.00","61","6.56","6.32","106","82","58","31","13","11","95","25","14","9","2","21","24","12","194","63","29","173","141","55.10"
"555","Oskar Bäck","DAL","C","54","639.93333333333","3","10","8","2","13","76.47","30","10.00","5.75","71","56","55","35","2","9","6","3","3","0","0","4","40","10","22","75","27","80","65","55.17"
"620","Nils Hoglander","VAN","L","56","651.6","5","8","5","3","13","50.00","63","7.94","7.92","110","89","65","38","4","13","28","13","13","0","0","14","28","9","60","54","18","0","0","-"
"625","Cam York","PHI","D","47","1002.5","4","9","4","5","13","33.33","54","7.41","3.62","129","88","45","15","7","7","22","11","11","0","0","4","61","18","35","127","92","0","0","-"
"773","Zachary L'Heureux","NSH","L","45","524.08333333333","4","9","4","5","13","59.09","56","7.14","10.51","116","98","74","43","5","16","42","15","11","4","0","13","27","6","143","61","15","0","1","0.00"
"792","Emil Lilleberg","T.B","D","55","854.8","0","13","4","9","13","44.83","34","0.00","1.88","121","70","27","4","5","10","80","27","20","6","1","14","42","7","91","137","46","0","0","-"
"1","Ryan Suter","STL","D","62","1254.9666666667","1","11","5","6","12","22.64","45","2.22","2.22","123","74","42","6","10","10","20","10","10","0","0","4","53","13","31","56","72","0","0","-"
"32","Alec Martinez","CHI","D","34","675.23333333333","5","7","0","7","12","40.00","34","14.71","1.5","101","60","27","0","3","7","4","2","2","0","0","0","38","8","18","57","74","0","0","-"
"37","Zach Bogosian","MIN","D","60","991.78333333333","4","8","4","4","12","35.29","62","6.45","1.83","154","96","37","7","5","14","33","14","13","1","0","5","58","19","61","45","64","0","0","-"
"41","Jordan Eberle","SEA","R","21","326.43333333333","6","6","5","1","12","50.00","31","19.35","4.47","61","46","45","28","2","3","8","4","4","0","0","3","17","9","5","25","14","4","6","40.00"
"75","David Savard","MTL","D","55","974.08333333333","1","11","3","8","12","37.50","37","2.70","1.78","91","60","28","0","6","10","26","9","8","0","1","7","38","14","44","55","134","0","0","-"
"83","Brenden Dillon","N.J","D","62","1137.2166666667","2","10","0","10","12","21.05","32","6.25","2.4","129","69","32","6","6","13","63","24","19","5","0","12","53","3","154","102","88","0","0","-"
"180","Jacob Trouba","ANA, NYR","D","58","1183.6666666667","0","12","10","2","12","22.64","86","0.00","2.87","201","123","40","5","9","21","47","19","16","3","0","11","64","23","120","48","158","0","0","-"
"315","Kevin Labanc","CBJ","R","34","356.81666666667","2","10","2","8","12","80.00","35","5.71","2.74","93","60","35","13","3","6","12","6","6","0","0","2","14","6","29","21","14","0","3","0.00"
"543","Isac Lundestrom","ANA","C","56","784.9","4","8","4","4","12","50.00","48","8.33","7.37","83","73","54","33","1","15","6","3","3","0","0","5","20","13","35","39","49","327","366","47.19"
"553","Jack Drury","CAR, COL","C","51","664.23333333333","6","6","4","2","12","57.14","79","7.59","7.76","148","119","84","27","15","10","14","7","7","0","0","5","26","7","22","74","33","303","228","57.06"
"589","Cole Koepke","BOS","L","53","558.98333333333","7","5","3","2","12","60.00","59","11.86","7.22","115","92","53","27","9","10","12","5","5","0","0","5","16","6","122","53","17","0","2","0.00"
"607","Nico Sturm","S.J","C","46","462.7","6","6","4","2","12","80.00","35","17.14","4.61","71","54","40","28","5","6","13","5","4","1","0","4","16","3","66","28","24","171","97","63.81"
"643","Jakob Pelletier","CGY, PHI","L","28","344.06666666667","4","8","3","5","12","75.00","36","11.11","3.48","59","44","30","15","1","8","6","3","3","0","0","1","17","7","29","29","15","6","10","37.50"
"803","Conor Geekie","T.B","C","49","595.08333333333","6","6","4","2","12","50.00","53","11.32","6.11","115","81","61","29","2","15","14","7","7","0","0","12","28","7","86","74","22","71","98","42.01"
"818","Pavel Mintyukov","ANA","D","47","877.18333333333","4","8","5","3","12","36.36","54","7.41","4.89","132","89","53","13","1","17","16","8","8","0","0","5","44","9","50","48","70","0","0","-"
"62","Dmitry Kulikov","FLA","D","62","1215.7833333333","3","8","2","6","11","20.75","58","5.17","2.85","146","87","34","5","7","12","34","13","12","0","1","10","66","26","102","93","63","0","0","-"
"74","Casey Cizikas","NYI","C","60","764.3","5","6","5","1","11","50.00","66","7.58","9.43","133","112","73","47","4","11","28","11","9","2","0","14","30","13","159","72","48","203","168","54.72"
"78","Erik Haula","N.J","L","50","718.8","5","6","3","3","11","44.00","80","6.25","9.04","133","109","74","45","12","10","31","14","13","1","0","7","30","11","79","36","26","305","266","53.42"
"182","Radek Faksa","STL","C","50","651.08333333333","3","8","6","2","11","68.75","46","6.52","4.17","103","73","47","23","8","8","28","14","14","0","0","6","19","9","90","65","34","298","233","56.12"
"219","Jonny Brodzinski","NYR","C","30","328.21666666667","6","5","2","3","11","78.57","35","17.14","3.31","69","52","38","17","3","4","4","2","2","0","0","3","10","6","21","15","14","47","55","46.08"
"244","Brett Pesce","N.J","D","53","1103.7166666667","1","10","6","4","11","34.38","69","1.45","3.05","156","91","49","5","9","11","15","6","5","1","0","7","43","18","21","79","107","0","0","-"
"264","Nathan Walker","STL","L","53","623.5","7","4","3","1","11","68.75","48","14.58","5.61","93","71","50","23","4","5","36","12","8","4","0","13","32","8","189","71","34","77","63","55.00"
"281","Jakub Vrana","WSH","L","26","255.63333333333","7","4","2","2","11","68.75","28","25.00","2.51","56","46","28","10","2","5","6","3","3","0","0","2","15","5","13","9","5","4","10","28.57"
"289","Kasperi Kapanen","EDM, STL","R","46","527.15","6","5","3","2","11","61.11","49","12.24","4.2","88","70","42","19","3","7","10","5","5","0","0","9","28","5","67","22","9","5","9","35.71"
"475","Mario Ferraro","S.J","D","62","1302.2166666667","5","6","3","3","11","28.95","61","8.20","3.43","156","96","50","8","7","16","41","16","13","3","0","9","62","31","128","122","93","0","0","-"
"527","Sean Walker","CAR","D","61","986.63333333333","2","9","4","5","11","33.33","101","1.98","5.36","273","166","76","12","11","20","36","17","17","0","0","5","45","27","61","130","68","0","0","-"
"576","Ilya Lyubushkin","DAL","D","58","986.35","0","11","4","7","11","26.19","34","0.00","1.95","105","66","22","5","7","7","20","10","10","0","0","5","71","11","66","99","97","0","0","-"
"578","Declan Chisholm","MIN","D","52","898.76666666667","2","9","6","3","11","30.56","55","3.64","1.92","122","76","27","5","3","8","6","3","3","0","0","2","65","24","17","96","49","0","0","-"
"662","Juuso Parssinen","COL, NSH, NYR","C","39","422.21666666667","4","7","4","3","11","84.62","26","15.38","3.24","54","40","33","20","3","5","8","4","4","0","0","1","15","3","75","35","18","69","71","49.29"
"708","Alexander Holtz","VGK","R","49","564.41666666667","3","8","4","4","11","61.11","62","4.84","7.46","121","99","58","26","7","13","8","4","4","0","0","4","32","3","39","56","13","3","9","25.00"
"750","Josh Doan","UTA","R","30","416.56666666667","4","7","5","2","11","55.00","50","8.00","7.32","106","85","48","26","6","12","6","3","3","0","0","3","15","6","24","30","11","26","45","36.62"
"824","Matthew Poitras","BOS","C","31","403.41666666667","1","10","7","3","11","78.57","27","3.70","3.64","71","52","45","14","3","5","6","3","3","0","0","12","26","12","11","47","10","54","63","46.15"
"46","TJ Brodie","CHI","D","54","844.15","2","8","1","7","10","41.67","23","8.70","1.42","77","46","22","4","3","7","18","9","9","0","0","3","46","14","16","96","58","0","0","-"
"159","Colin Miller","WPG","D","44","610.26666666667","2","8","5","3","10","47.62","46","4.35","1.56","127","75","26","3","4","9","30","11","10","0","1","9","37","7","64","68","34","0","0","-"
"365","Mathieu Joseph","STL","R","43","516.16666666667","3","7","6","1","10","58.82","52","5.77","5.62","96","76","59","27","4","6","14","7","7","0","0","8","20","10","84","41","24","32","26","55.17"
"435","Dennis Cholowski","NYI","D","33","422.16666666667","3","7","2","5","10","50.00","26","11.54","0.96","61","36","18","3","2","7","10","5","5","0","0","0","33","8","5","26","30","0","0","-"
"454","Michael Eyssimont","T.B","C","56","599.95","5","5","1","4","10","55.56","97","5.15","8.99","172","134","84","40","10","15","44","19","17","2","0","14","22","6","80","80","19","1","7","12.50"
"482","Urho Vaakanainen","ANA, NYR","D","34","529.06666666667","2","8","3","5","10","50.00","25","8.00","1.13","67","43","17","4","5","4","14","7","7","0","0","6","25","7","14","54","33","0","0","-"
"499","Timothy Liljegren","S.J, TOR","D","48","868.11666666667","5","5","1","4","10","31.25","71","7.04","3.87","170","106","54","9","5","17","28","14","14","0","0","7","47","10","49","93","69","0","0","-"
"524","Alexey Toropchenko","STL","R","60","746.78333333333","1","9","3","6","10","55.56","62","1.61","7.51","125","88","71","39","4","12","19","8","7","1","0","7","16","4","149","63","39","4","5","44.44"
"532","Zach Whitecloud","VGK","D","53","873.43333333333","4","6","3","3","10","31.25","53","7.55","2.3","136","81","38","6","4","13","18","9","9","0","0","9","53","8","76","128","75","0","0","-"
"538","Philipp Kurashev","CHI","C","42","601.03333333333","6","4","1","3","10","83.33","48","12.50","5.45","99","76","58","22","1","6","14","7","7","0","0","7","25","13","26","26","15","95","107","47.03"
"545","Joe Veleno","DET","C","55","655.45","5","5","2","3","10","62.50","50","10.00","5.44","103","74","53","26","6","15","13","5","4","1","0","4","35","10","87","59","32","132","142","48.18"
"552","Ty Emberson","EDM","D","58","870.45","0","10","7","3","10","28.57","49","0.00","1.65","120","74","29","2","5","11","18","6","4","2","0","7","32","26","89","159","78","0","0","-"
"634","Henry Thrun","S.J","D","51","866.2","1","9","2","7","10","35.71","44","2.27","1.56","96","61","23","1","1","5","28","11","9","2","0","5","28","10","36","82","54","0","0","-"
"678","Cole Smith","NSH","L, R","49","645.98333333333","4","6","2","4","10","55.56","45","8.89","6.06","94","65","53","27","8","12","45","15","10","5","0","13","29","12","109","76","23","5","5","50.00"
"749","J.J. Moser","T.B","D","32","628.93333333333","2","8","3","5","10","26.32","32","6.25","1.7","94","52","32","7","8","6","14","7","7","0","0","3","34","15","24","57","44","0","0","-"
"77","Ben Chiarot","DET","D","59","1262.1833333333","3","6","5","1","9","19.57","85","3.53","2.92","198","122","62","9","15","16","45","20","19","1","0","16","70","21","95","98","105","0","0","-"
"218","Carson Soucy","VAN","D","58","1067","2","7","2","5","9","30.00","61","3.28","2.2","147","88","32","4","2","14","42","17","16","0","1","4","64","15","83","93","92","0","0","-"
"226","Anthony Duclair","NYI","L","30","454.48333333333","5","4","4","0","9","47.37","43","11.63","4.36","85","61","43","18","3","5","8","4","4","0","0","6","33","6","16","31","11","0","1","0.00"
"242","William Carrier","CAR","L","39","452.96666666667","4","5","2","3","9","47.37","42","9.52","7.16","104","72","70","36","6","15","16","8","8","0","0","6","17","11","136","57","11","5","6","45.45"
"272","Tomas Nosek","FLA","L","50","479.53333333333","1","8","6","2","9","50.00","37","2.70","5.17","86","60","49","28","7","11","10","5","5","0","0","6","17","4","61","49","24","198","187","51.43"
"329","Jonas Siegenthaler","N.J","D","55","1078.0833333333","2","7","1","6","9","25.71","52","3.85","2.6","133","82","48","7","5","12","44","18","17","0","1","14","59","14","74","123","92","0","0","-"
"350","Brandon Carlo","BOS","D","61","1145.5333333333","1","8","1","7","9","21.95","64","1.56","2.43","156","100","33","4","9","11","22","10","10","0","0","6","80","14","61","91","117","0","0","-"
"379","Noel Acciari","PIT","C","63","849.06666666667","4","5","4","1","9","52.94","63","6.35","9.35","125","93","87","50","9","14","12","6","6","0","0","15","26","14","137","68","73","248","219","53.10"
"382","Will Borgen","NYR, SEA","D","63","1061.4","4","5","3","2","9","23.68","59","6.78","2.17","162","93","36","5","5","14","17","7","6","1","0","9","52","16","103","136","91","0","0","-"
"415","Jesse Puljujarvi","PIT","R","26","301.63333333333","3","6","2","4","9","69.23","38","7.89","4.45","84","60","47","20","6","13","10","5","5","0","0","3","11","3","45","28","7","0","1","0.00"
"420","Beck Malenstyn","BUF","L","55","567.85","4","5","4","1","9","69.23","46","8.70","5.21","97","75","51","30","5","11","23","10","9","1","0","14","29","5","135","75","47","17","10","62.96"
"428","Logan Stanley","WPG","D","47","736.18333333333","1","8","3","5","9","39.13","38","2.63","1.57","100","62","23","3","3","8","72","21","15","4","2","10","47","10","67","89","57","0","0","-"
"441","Nathan Bastian","N.J","R","44","474.38333333333","3","6","4","2","9","81.82","37","8.11","6.08","69","51","39","24","6","7","29","9","7","1","1","6","15","2","98","48","23","7","13","35.00"
"459","Tanner Jeannot","L.A","L","56","630.21666666667","5","4","2","2","9","42.86","44","11.36","6.87","104","78","64","40","6","15","70","22","14","8","0","18","30","2","173","75","31","6","9","40.00"
"472","Nicolas Hague","VGK","D","49","795.73333333333","4","5","2","3","9","34.62","58","6.90","2.26","133","80","31","6","4","12","35","12","9","3","0","10","43","14","57","111","51","0","0","-"
"507","Alexandre Texier","STL","C","27","339.86666666667","4","5","4","1","9","60.00","45","8.89","4.63","80","63","40","14","4","6","8","4","4","0","0","3","12","4","15","11","10","0","2","0.00"
"511","David Kampf","TOR","C","48","597.98333333333","4","5","4","1","9","50.00","41","9.76","5.61","69","59","37","20","7","7","12","6","6","0","0","6","28","15","39","39","22","233","222","51.21"
"544","Mattias Samuelsson","BUF","D","39","724.13333333333","3","6","3","3","9","30.00","39","7.69","1.21","79","61","18","2","7","6","8","4","4","0","0","5","37","5","64","63","63","0","0","-"
"565","Adam Boqvist","FLA, NYI","D","27","373.21666666667","3","6","4","2","9","42.86","35","8.57","2.2","87","52","35","4","2","7","8","4","4","0","0","0","12","4","10","23","14","0","0","-"
"591","Scott Perunovich","NYI, STL","D","33","523.55","2","7","4","3","9","32.14","18","11.11","0.81","43","28","14","2","1","4","10","5","5","0","0","5","27","10","14","38","33","0","0","-"
"628","John Beecher","BOS","C","60","671.8","3","6","5","1","9","47.37","35","8.57","6.02","76","62","43","18","7","9","20","10","10","0","0","9","38","11","64","55","52","222","190","53.88"
"663","Zac Jones","NYR","D","31","520.05","1","8","2","6","9","47.37","29","3.45","1.91","71","55","17","2","1","3","10","5","5","0","0","2","30","11","17","38","26","0","0","-"
"669","Adam Edstrom","NYR","C","51","472.95","5","4","3","1","9","60.00","40","12.50","6.93","72","59","59","38","3","4","27","8","6","1","1","10","19","7","94","34","34","0","4","0.00"
"729","Gage Goncalves","T.B","C","38","468.76666666667","2","7","5","2","9","45.00","37","5.41","3.38","64","51","38","18","2","8","4","2","2","0","0","5","21","13","36","65","11","0","1","0.00"
"732","Artem Zub","OTT","D","35","706.96666666667","2","7","2","5","9","47.37","40","5.00","2.68","93","54","28","6","7","7","20","10","10","0","0","9","33","9","36","42","77","0","0","-"
"782","Fedor Svechkov","NSH","C","30","359.2","6","3","1","2","9","60.00","39","15.38","5.86","89","67","52","23","4","8","4","2","2","0","0","6","31","4","23","35","14","66","115","36.46"
"15","Trevor Lewis","L.A","C","47","482.16666666667","4","4","2","2","8","66.67","42","9.52","4.58","90","75","35","16","4","5","18","9","9","0","0","1","17","2","78","40","26","89","99","47.34"
"49","Cam Atkinson","T.B","R","36","317.58333333333","3","5","5","0","8","53.33","38","7.89","3.43","56","49","37","17","8","4","11","4","3","1","0","4","10","3","14","11","10","1","2","33.33"
"61","Calvin de Haan","COL, NYR","D","46","689.53333333333","0","8","4","4","8","29.63","51","0.00","1.69","142","86","33","5","10","11","12","6","6","0","0","4","35","7","66","41","60","0","0","-"
"172","Mark Jankowski","NSH","C, L","39","491.95","3","5","4","1","8","53.33","37","8.11","6.5","82","60","59","37","4","8","15","6","5","1","0","4","15","3","23","34","19","110","106","50.93"
"197","Brock McGinn","ANA","L","26","304.41666666667","4","4","2","2","8","66.67","30","13.33","4.21","48","38","30","24","1","7","0","0","0","0","0","7","8","7","60","12","28","1","7","12.50"
"217","Connor Clifton","BUF","D","50","754.35","0","8","4","4","8","28.57","38","0.00","2.09","121","68","30","8","1","12","31","14","13","1","0","5","53","20","147","101","77","0","0","-"
"234","Michael McCarron","NSH","C, R","52","690.03333333333","3","5","2","3","8","53.33","54","5.56","6.3","104","79","54","28","5","10","68","22","14","8","0","19","19","9","103","62","38","328","271","54.76"
"300","Justin Kirkland","CGY","C","21","203.71666666667","2","6","4","2","8","80.00","9","22.22","1.13","23","18","8","5","0","2","11","4","3","1","0","4","8","3","45","18","16","54","72","42.86"
"317","Pierre Engvall","NYI","L","41","454.45","4","4","2","2","8","53.33","42","9.52","3.08","71","54","30","11","2","6","12","6","6","0","0","1","23","4","20","25","8","5","15","25.00"
"337","Jordan Greenway","BUF","L","25","398.45","3","5","4","1","8","38.10","32","9.38","4.05","71","56","34","17","5","6","19","8","7","1","0","11","18","6","71","28","23","3","17","15.00"
"474","Conor Timmins","TOR","D","50","814.18333333333","2","6","3","3","8","29.63","51","3.92","2.03","129","79","34","5","1","9","24","12","12","0","0","5","44","10","37","101","76","0","0","-"
"506","Erik Brannstrom","VAN","D","28","418.2","3","5","3","2","8","50.00","33","9.09","1.22","81","49","16","1","5","3","17","7","6","1","0","7","26","6","14","41","39","0","0","-"
"513","Jan Rutta","S.J","D","51","864.86666666667","2","6","2","4","8","25.81","51","3.92","1.61","141","78","28","6","6","15","28","14","14","0","0","5","52","11","37","79","76","0","0","-"
"525","Morgan Barron","WPG","C","53","552.06666666667","5","3","2","1","8","57.14","62","8.06","9.21","122","99","72","44","8","14","14","7","7","0","0","8","27","19","88","68","31","21","15","58.33"
"557","Rasmus Kupari","WPG","C","57","591.83333333333","5","3","3","0","8","61.54","50","10.00","5.4","95","72","39","25","4","5","16","7","7","0","0","9","26","9","77","54","31","258","232","52.65"
"598","Jake Christiansen","CBJ","D","60","773.98333333333","1","7","4","3","8","21.05","53","1.89","1.76","122","80","31","2","6","11","11","4","3","1","0","2","45","8","42","87","61","0","0","-"
"603","Kyle MacLean","NYI","C","60","583.7","3","5","3","2","8","66.67","46","6.52","4.19","90","69","39","23","6","6","10","5","5","0","0","7","18","8","78","32","22","177","197","47.33"
"644","Jayden Struble","MTL","D","35","515.6","2","6","1","5","8","53.33","32","6.25","0.99","81","41","22","4","4","5","48","16","13","2","1","4","33","14","79","53","39","0","0","-"
"701","Justin Barron","MTL, NSH","D","41","660.78333333333","4","4","3","1","8","38.10","41","9.76","2.03","91","58","33","6","2","5","16","8","8","0","0","3","34","8","47","59","52","0","0","-"
"711","Brett Berard","NYR","L","21","237.68333333333","4","4","1","3","8","88.89","37","10.81","3.24","69","48","32","17","1","8","8","4","4","0","0","4","13","5","32","20","13","2","2","50.00"
"716","Hendrix Lapierre","WSH","C","27","264.5","0","8","3","5","8","100.00","18","0.00","2.55","37","28","22","12","0","4","4","2","2","0","0","5","17","5","13","26","14","40","61","39.60"
"761","Nolan Allan","CHI","D","43","650.51666666667","1","7","3","4","8","38.10","17","5.88","1.01","64","33","22","6","5","3","16","8","8","0","0","0","22","8","61","93","48","0","0","-"
"801","Luca Del Bel Belluz","CBJ","C","15","206.3","2","6","3","3","8","61.54","18","11.11","1.45","30","23","12","7","0","4","0","0","0","0","0","0","9","3","4","16","12","65","86","43.05"
"832","Nick Blankenburg","NSH","D","38","704.88333333333","3","5","3","2","8","24.24","54","5.56","4.48","118","78","43","13","7","17","14","7","7","0","0","5","33","11","36","78","38","0","0","-"
"841","Ivan Ivan","COL","C","40","401.5","5","3","1","2","8","47.06","34","14.71","5.11","65","50","47","24","5","8","8","4","4","0","0","1","22","2","12","24","9","56","81","40.88"
"135","Scott Mayfield","NYI","D","52","897.4","2","5","3","2","7","15.91","40","5.00","2.08","121","67","34","10","4","11","25","11","10","1","0","10","48","19","73","67","90","0","0","-"
"136","Boone Jenner","CBJ","C","4","67.916666666667","0","7","3","4","7","77.78","9","0.00","1.61","18","16","11","6","0","3","0","0","0","0","0","0","6","1","7","1","6","17","16","51.52"
"161","Barclay Goodrow","S.J","C","57","799.65","4","3","2","1","7","46.67","58","6.90","7.18","108","87","63","33","7","12","50","18","14","4","0","11","43","22","120","47","44","75","97","43.60"
"162","Luke Glendening","T.B","C","60","650.53333333333","4","3","3","0","7","50.00","42","9.52","4.93","76","60","44","25","5","6","10","5","5","0","0","7","13","5","88","58","47","382","299","56.09"
"165","Hampus Lindholm","BOS","D","17","354.55","3","4","2","2","7","46.67","35","8.57","1.71","81","47","24","4","5","9","4","2","2","0","0","3","30","14","5","33","17","0","0","-"
"261","Anthony Mantha","CGY","R","13","180.73333333333","4","3","2","1","7","58.33","15","26.67","2.24","35","28","20","11","4","3","11","4","3","1","0","3","7","3","15","8","8","3","6","33.33"
"314","Dakota Joshua","VAN","C","35","462.55","4","3","2","1","7","53.85","21","19.05","3.63","48","36","37","18","2","3","22","8","6","2","0","5","22","10","118","43","15","16","7","69.57"
"345","Christian Fischer","DET","R","44","491.46666666667","1","6","3","3","7","58.33","29","3.45","3.16","63","45","31","13","3","4","11","4","3","1","0","8","12","4","84","33","18","8","7","53.33"
"398","Ryan Lomberg","CGY","L","58","501.71666666667","1","6","4","2","7","53.85","52","1.92","4.96","93","76","43","22","13","9","53","15","8","7","0","13","11","11","90","28","17","2","8","20.00"
"411","Carl Grundstrom","S.J","R","40","366.73333333333","2","5","4","1","7","77.78","57","3.51","5.01","98","77","49","21","4","10","18","8","8","0","0","5","27","2","123","51","13","3","3","50.00"
"427","Joshua Mahura","SEA","D","49","667.85","0","7","4","3","7","25.00","49","0.00","1.83","110","73","23","3","4","10","14","7","7","0","0","2","33","9","67","97","38","0","0","-"
"438","Jake Bean","CGY","D","43","682.55","2","5","2","3","7","43.75","50","4.00","2.2","120","82","32","6","4","12","8","4","4","0","0","3","33","20","11","61","30","0","0","-"
"632","Drew Helleson","ANA","D","33","527.26666666667","2","5","4","1","7","41.18","34","5.88","1.59","94","55","25","5","5","5","29","9","7","1","1","3","24","12","53","59","43","0","0","-"
"653","Albert Johansson","DET","D","39","630.7","1","6","2","4","7","35.00","29","3.45","1.41","83","47","20","0","2","6","12","6","6","0","0","7","36","9","42","73","61","0","0","-"
"659","Cole Schwindt","VGK","R","38","355.56666666667","0","7","2","5","7","50.00","30","0.00","4.2","62","47","37","17","1","10","0","0","0","0","0","8","18","6","36","36","15","101","98","50.75"
"674","Tye Kartye","SEA","L","49","479.91666666667","3","4","1","3","7","50.00","41","7.32","3.56","83","59","52","18","1","5","34","17","17","0","0","20","19","2","146","36","21","3","10","23.08"
"727","Marat Khusnutdinov","MIN","C","57","640.3","2","5","3","2","7","53.85","30","6.67","3.57","58","50","37","17","4","1","14","6","6","0","0","1","30","3","37","46","38","184","240","43.40"
"735","Mikael Pyyhtia","CBJ","L","47","568.68333333333","4","3","3","0","7","50.00","32","12.50","2.43","71","44","30","13","5","7","6","3","3","0","0","2","26","9","25","41","39","2","1","66.67"
"745","Daniil Miromanov","CGY","D","37","679.2","1","6","3","3","7","25.00","44","2.27","2.09","122","64","34","8","7","9","12","6","6","0","0","2","36","10","19","51","52","0","0","-"
"852","Sam Malinski","COL","D","58","901.1","2","5","3","2","7","20.00","77","2.60","3.04","207","113","53","6","7","19","6","3","3","0","0","5","55","20","46","134","82","0","0","-"
"16","Jeff Petry","DET","D","34","652.23333333333","1","5","4","1","6","28.57","23","4.35","1.35","84","43","25","4","3","12","12","6","6","0","0","3","40","10","39","58","56","0","0","-"
"97","Derek Forbort","VAN","D","34","603.48333333333","0","6","3","3","6","46.15","27","0.00","1.18","89","48","20","0","1","7","30","12","10","2","0","8","38","7","32","48","48","0","0","-"
"167","Phillip Di Giuseppe","VAN","L","20","231.3","1","5","2","3","6","75.00","23","4.35","1.77","38","28","17","9","2","5","4","2","2","0","0","4","4","1","54","11","6","1","4","20.00"
"191","Jimmy Vesey","NYR","L","33","352.25","4","2","2","0","6","60.00","30","13.33","2.95","61","46","28","13","6","5","0","0","0","0","0","3","19","5","19","5","10","3","8","27.27"
"277","Haydn Fleury","WPG","D","30","497.85","0","6","4","2","6","54.55","31","0.00","1.02","84","48","19","0","3","3","4","2","2","0","0","0","32","2","39","59","51","0","0","-"
"286","Tony DeAngelo","NYI","D","13","312.26666666667","1","5","3","2","6","37.50","24","4.17","1.08","64","32","20","3","1","4","4","2","2","0","0","0","12","4","7","9","22","0","0","-"
"336","Anthony Richard","PHI","C","15","185.45","2","4","4","0","6","66.67","19","10.53","1.74","36","31","20","7","1","4","0","0","0","0","0","2","6","3","8","9","8","0","2","0.00"
"342","Jansen Harkins","ANA","C","42","455.78333333333","2","4","1","3","6","60.00","33","6.06","3.26","64","46","32","13","5","9","16","8","8","0","0","11","25","12","96","27","25","100","84","54.35"
"374","John Marino","UTA","D","19","404.88333333333","0","6","4","2","6","31.58","18","0.00","1.28","42","26","10","3","2","6","0","0","0","0","0","1","20","3","5","34","27","0","0","-"
"434","Noah Gregor","OTT","L","39","445.28333333333","4","2","2","0","6","85.71","45","8.89","4.53","113","82","44","21","7","7","17","7","6","1","0","5","14","5","75","30","24","3","3","50.00"
"443","Jacob Moverare","L.A","D","41","479.66666666667","1","5","0","5","6","30.00","25","4.00","0.91","64","38","16","2","4","9","10","5","5","0","0","1","16","7","25","69","50","0","0","-"
"446","Troy Stecher","EDM","D","47","648.36666666667","3","3","2","1","6","30.00","37","8.11","1.25","88","50","26","3","9","8","27","11","10","1","0","2","35","5","23","89","49","0","0","-"
"487","Klim Kostin","S.J","C","28","290.21666666667","1","5","2","3","6","54.55","19","5.26","2.72","40","30","26","13","0","6","25","11","10","1","0","8","25","3","87","26","11","3","6","33.33"
"496","Henri Jokiharju","BUF","D","42","684.81666666667","3","3","2","1","6","19.35","44","6.82","1.46","120","67","32","1","5","14","12","6","6","0","0","1","42","8","34","57","31","0","0","-"
"517","Jacob Bryson","BUF","D","35","492.18333333333","0","6","4","2","6","27.27","13","0.00","0.94","40","21","14","2","0","5","10","5","5","0","0","3","25","4","7","59","38","0","0","-"
